-176.063, -411.349, 21.709, 194.200
-176.908, -413.347, 21.687, 194.600
-177.730, -415.345, 21.564, 195.000
-178.526, -417.334, 21.348, 195.400
-179.291, -419.307, 21.067, 195.800
-180.021, -421.262, 20.751, 196.200
-180.714, -423.196, 20.434, 196.600
-181.369, -425.113, 20.141, 197.000
-181.989, -427.013, 19.886, 197.400
-182.575, -428.900, 19.680, 197.800
-183.131, -430.778, 19.523, 198.200
-183.661, -432.651, 19.418, 198.600
-184.169, -434.523, 19.369, 199.000
-184.660, -436.397, 19.371, 199.400
-185.136, -438.279, 19.418, 199.800
-185.600, -440.170, 19.501, 200.200
-186.053, -442.075, 19.612, 200.600
-186.498, -443.994, 19.747, 201.000
-186.935, -445.929, 19.901, 201.400
-187.367, -447.883, 20.070, 201.800
-187.793, -449.855, 20.250, 202.200
-188.215, -451.848, 20.441, 202.600
-188.633, -453.861, 20.639, 203.000
-189.049, -455.895, 20.843, 203.400
-189.462, -457.950, 21.051, 203.800
-189.873, -460.028, 21.263, 204.200
-190.282, -462.127, 21.477, 204.600
-190.689, -464.249, 21.692, 205.000
-191.094, -466.393, 21.908, 205.400
-191.499, -468.559, 22.123, 205.800
-191.901, -470.748, 22.336, 206.200
-192.302, -472.958, 22.546, 206.600
-192.701, -475.189, 22.750, 207.000
-193.099, -477.440, 22.945, 207.400
-193.495, -479.711, 23.126, 207.800
-193.888, -482.000, 23.286, 208.200
-194.279, -484.303, 23.416, 208.600
-194.667, -486.617, 23.503, 209.000
-195.051, -488.937, 23.534, 209.400
-195.431, -491.258, 23.501, 209.800
-195.804, -493.571, 23.406, 210.200
-196.172, -495.873, 23.264, 210.600
-196.532, -498.161, 23.095, 211.000
-196.886, -500.431, 22.917, 211.400
-197.232, -502.686, 22.748, 211.800
-197.573, -504.926, 22.598, 212.200
-197.908, -507.153, 22.476, 212.600
-198.237, -509.371, 22.384, 213.000
-198.562, -511.583, 22.322, 213.400
-198.883, -513.790, 22.288, 213.800
-199.200, -515.996, 22.279, 214.200
-199.514, -518.203, 22.291, 214.600
-199.825, -520.413, 22.319, 215.000
-200.133, -522.626, 22.358, 215.400
-200.438, -524.844, 22.406, 215.800
-200.741, -527.067, 22.456, 216.200
-201.041, -529.296, 22.500, 216.600
-201.338, -531.528, 22.523, 217.000
-201.632, -533.760, 22.510, 217.400
-201.921, -535.989, 22.450, 217.800
